index,channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,channel10,channel11,channel12,channel13,channel14,channel15
57,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
59,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
61,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
62,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1
63,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
64,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
65,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
66,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
67,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
68,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1
69,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
70,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
71,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
72,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
73,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
74,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
75,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1
76,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
77,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1
78,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
79,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
80,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
82,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
83,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
85,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
86,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
87,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1
88,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
89,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
90,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1
91,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
92,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
93,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
94,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
95,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
96,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
97,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
99,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
100,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
102,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1
103,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
104,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1
105,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
106,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
107,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1
108,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1
109,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0
110,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
111,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0
112,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
113,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
114,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
115,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
117,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
118,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
119,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
121,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
122,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1
123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
124,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
125,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1
126,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1
127,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1
128,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1
129,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
130,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
131,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
132,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
133,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
134,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
135,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
136,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
137,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1
138,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
139,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
140,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1
141,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1
142,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
143,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
144,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
145,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0
146,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
147,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0
148,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1
149,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
151,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
152,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
153,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
154,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1
155,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
156,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1
157,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
158,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0
159,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
160,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
161,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0
162,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
163,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
164,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
165,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
166,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
167,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
168,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1
169,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0
170,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
171,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
172,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
173,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
174,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
175,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
176,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
177,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
179,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
180,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
181,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
182,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
183,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1
184,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
185,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0
186,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
187,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
188,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1
189,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1
190,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
191,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
192,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
193,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
194,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1
195,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1
196,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1
197,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0
198,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
199,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
200,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1
201,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
202,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
203,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
204,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0
205,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1
206,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
207,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0
208,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
209,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1
210,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1
211,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
213,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
214,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1
215,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
216,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
217,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0
218,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
219,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
220,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
221,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
222,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1
223,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
224,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
225,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
226,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
227,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
228,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1
229,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0
230,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
231,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1
232,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1
233,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
234,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1
235,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1
236,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0
237,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
238,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1
239,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
241,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1
242,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
243,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1
244,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
245,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1
246,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1
247,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1
248,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1
249,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
250,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
251,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1
252,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
253,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
254,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1
255,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1
256,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1
257,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
258,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
259,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
260,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1
261,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
262,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1
263,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
264,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1
265,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1
266,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1
267,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
268,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1
269,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
270,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
271,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1
272,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1
273,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
274,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1
275,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1
276,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1
277,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
278,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1
279,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1
280,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
281,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
282,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
283,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
284,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
285,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1
286,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1
287,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
288,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
289,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
290,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1
291,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
292,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
293,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1
294,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
295,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
296,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0
297,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
298,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
299,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
300,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1
301,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1
302,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1
303,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
304,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1
305,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
306,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1
307,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1
308,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
309,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1
310,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
311,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
313,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
314,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
315,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1
316,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1
317,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1
318,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1
319,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1
320,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
321,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
323,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
324,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
325,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1
326,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
327,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1
328,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
330,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0
331,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1
332,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
333,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
334,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
335,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1
336,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1
337,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
338,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
339,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1
340,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1
341,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
342,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1
343,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
344,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
345,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
346,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
347,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1
348,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
349,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1
350,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1
351,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
352,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0
353,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
354,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
355,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
356,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
357,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
358,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0
359,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
360,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1
361,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1
362,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
363,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
364,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
365,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
366,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
367,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
368,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1
369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
370,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
371,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
372,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0
373,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
374,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
377,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
382,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
383,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
385,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
386,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
387,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
388,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
389,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1
390,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
391,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
392,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
393,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
394,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
395,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
396,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
397,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1
398,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
399,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
401,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
402,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
403,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
404,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
405,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
406,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
407,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
